name,smiles,smiles_cleaned
repsox,"Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1, Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1",Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1
barbital,CCC1(CC)C(=O)NC(=O)NC1=O,CCC1(CC)C(=O)NC(=O)NC1=O
golgicide-a,Fc1cc(F)c2NC([C@@H]3CC=C[C@@H]3c2c1)c1cccnc1,Fc1cc(F)c2NC([C@@H]3CC=C[C@@H]3c2c1)c1cccnc1
cortisone,C[C@]12CC(=O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,C[C@]12CC(=O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO
STF-118804,"Cc1oc(nc1CS(=O)(=O)c1ccc(C)cc1)-c1ccc(cc1)C(=O)NCc1cccnc1, Cc1oc(nc1CS(=O)(=O)c1ccc(C)cc1)-c1ccc(cc1)C(=O)NCc1cccnc1",Cc1oc(nc1CS(=O)(=O)c1ccc(C)cc1)-c1ccc(cc1)C(=O)NCc1cccnc1
MGCD-265,Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1
cetirizine,"OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1, OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1, OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1",OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1
zamifenacin,"C(Cc1ccc2OCOc2c1)N1CCC[C@H](C1)OC(c1ccccc1)c1ccccc1, C(Cc1ccc2OCOc2c1)N1CCC[C@H](C1)OC(c1ccccc1)c1ccccc1",C(Cc1ccc2OCOc2c1)N1CCC[C@H](C1)OC(c1ccccc1)c1ccccc1
ispinesib,"CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1, CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1, CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1",CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1
lansoprazole,"Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1, Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1, Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1",Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
pyrazolanthrone,"O=C1c2ccccc2-c2n[nH]c3cccc1c23, O=C1c2ccccc2-c2n[nH]c3cccc1c23",O=C1c2ccccc2-c2n[nH]c3cccc1c23
CFM-1571,"COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1, COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1",COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1
rigosertib,"COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1, COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1, COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1",COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1
TCS-359,"COc1ccc(cc1OC)C(=O)Nc1sc2CCCCc2c1C(N)=O, COc1ccc(cc1OC)C(=O)Nc1sc2CCCCc2c1C(N)=O, COc1ccc(cc1OC)C(=O)Nc1sc2CCCCc2c1C(N)=O, COc1ccc(cc1OC)C(=O)Nc1sc2CCCCc2c1C(N)=O",COc1ccc(cc1OC)C(=O)Nc1sc2CCCCc2c1C(N)=O
alfuzosin,"COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1, COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1",COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1
PD-198306,Cc1cc(I)ccc1Nc1c(F)c(F)c(F)cc1C(=O)NOCC1CC1,Cc1cc(I)ccc1Nc1c(F)c(F)c(F)cc1C(=O)NOCC1CC1
AZD6482,"C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1, C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1",C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
ryuvidine,"Cc1nc2c(s1)C(=O)C=C(Nc1ccc(C)cc1)C2=O, Cc1nc2c(s1)C(=O)C=C(Nc1ccc(C)cc1)C2=O",Cc1nc2c(s1)C(=O)C=C(Nc1ccc(C)cc1)C2=O
KI-8751,"COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC, COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC, COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC",COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC
cilnidipine,"COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1, COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1, COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1, COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1",COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1
tenofovir-disoproxil,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C, CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C",CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C
WAY-170523,"Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(c1)C(=O)NO, Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(c1)C(=O)NO",Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(c1)C(=O)NO
clopidogrel,"COC(=O)[C@@H](N1CCc2sccc2C1)c1ccccc1Cl, COC(=O)[C@@H](N1CCc2sccc2C1)c1ccccc1Cl, COC(=O)[C@@H](N1CCc2sccc2C1)c1ccccc1Cl",COC(=O)[C@@H](N1CCc2sccc2C1)c1ccccc1Cl
DAPT,"C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1, C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1, C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1",C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1
hydroquinidine,CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
AZ191,"COc1cc(ccc1Nc1nccc(n1)-c1cn(C)c2cnccc12)N1CCN(C)CC1, COc1cc(ccc1Nc1nccc(n1)-c1cn(C)c2cnccc12)N1CCN(C)CC1",COc1cc(ccc1Nc1nccc(n1)-c1cn(C)c2cnccc12)N1CCN(C)CC1
pimethixene,CN1CCC(CC1)=C1c2ccccc2Sc2ccccc12,CN1CCC(CC1)=C1c2ccccc2Sc2ccccc12
adiporon,"O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1, O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1, O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1",O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1
efaroxan,"CCC1(Cc2ccccc2O1)C1=NCCN1, CCC1(Cc2ccccc2O1)C1=NCCN1",CCC1(Cc2ccccc2O1)C1=NCCN1
NSC-319726,"C\C(c1ccccn1)=N/NC(=S)N1CCC1, C\C(c1ccccn1)=N/NC(=S)N1CCC1, C\C(c1ccccn1)=N/NC(=S)N1CCC1",C\C(c1ccccn1)=N/NC(=S)N1CCC1
"N-methyl-(-)ephedrine-[1r,2s]",C[C@@H]([C@H](O)c1ccccc1)N(C)C,C[C@@H]([C@H](O)c1ccccc1)N(C)C
SSR128129E,COc1c(C)c(C(=O)c2ccc(N)c(c2)C(O)=O)n2ccccc12,COc1c(C)c(C(=O)c2ccc(N)c(c2)C(O)=O)n2ccccc12
thiophanate,"COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC, COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC",COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC
RKI-1447,"Oc1cccc(CNC(=O)Nc2nc(cs2)-c2ccncc2)c1, Oc1cccc(CNC(=O)Nc2nc(cs2)-c2ccncc2)c1",Oc1cccc(CNC(=O)Nc2nc(cs2)-c2ccncc2)c1
metacetamol,CC(=O)Nc1cccc(O)c1,CC(=O)Nc1cccc(O)c1
RGFP966,Nc1cc(F)ccc1NC(=O)\C=C\c1cnn(C\C=C\c2ccccc2)c1,Nc1cc(F)ccc1NC(=O)\C=C\c1cnn(C\C=C\c2ccccc2)c1
suxibuzone,"CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1, CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1",CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1
AZD2858,CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)-c1cnc(N)c(n1)C(=O)Nc1cccnc1,CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)-c1cnc(N)c(n1)C(=O)Nc1cccnc1
2-thiouracil,"Oc1ccnc(S)n1, Oc1ccnc(S)n1",Oc1ccnc(S)n1
SRPIN340,"FC(F)(F)c1ccc(N2CCCCC2)c(NC(=O)c2ccncc2)c1, FC(F)(F)c1ccc(N2CCCCC2)c(NC(=O)c2ccncc2)c1",FC(F)(F)c1ccc(N2CCCCC2)c(NC(=O)c2ccncc2)c1
paroxypropione,CCC(=O)c1ccc(O)cc1,CCC(=O)c1ccc(O)cc1
NMS-873,"Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(cc1)S(C)(=O)=O, Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(cc1)S(C)(=O)=O",Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(cc1)S(C)(=O)=O
cresopirine,CC(=O)Oc1c(C)cccc1C(O)=O,CC(=O)Oc1c(C)cccc1C(O)=O
WZ4003,CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(cc3OC)N3CCN(C)CC3)ncc2Cl)c1,CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(cc3OC)N3CCN(C)CC3)ncc2Cl)c1
PHA-680632,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1
NGB-2904,"Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl, Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl",Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl
droxinostat,Cc1cc(Cl)ccc1OCCCC(=O)NO,Cc1cc(Cl)ccc1OCCCC(=O)NO
ST-91,"CCc1cccc(CC)c1N=C1NCCN1, CCc1cccc(CC)c1N=C1NCCN1",CCc1cccc(CC)c1N=C1NCCN1
gestodene,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C
CGK-733,"[O-][N+](=O)c1cc(NC(=S)NC(NC(=O)C(c2ccccc2)c2ccccc2)C(Cl)(Cl)Cl)ccc1F, [O-][N+](=O)c1cc(NC(=S)NC(NC(=O)C(c2ccccc2)c2ccccc2)C(Cl)(Cl)Cl)ccc1F, [O-][N+](=O)c1cc(NC(=S)NC(NC(=O)C(c2ccccc2)c2ccccc2)C(Cl)(Cl)Cl)ccc1F, [O-][N+](=O)c1cc(NC(=S)NC(NC(=O)C(c2ccccc2)c2ccccc2)C(Cl)(Cl)Cl)ccc1F",[O-][N+](=O)c1cc(NC(=S)NC(NC(=O)C(c2ccccc2)c2ccccc2)C(Cl)(Cl)Cl)ccc1F
zibotentan,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(cc1)-c1nnco1,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(cc1)-c1nnco1
L-368899,"Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C, Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C",Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C
etosalamide,CCOCCOc1ccccc1C(N)=O,CCOCCOc1ccccc1C(N)=O
fananserin,"Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1, Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1",Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1
tricaprylin,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
NSC-632839,"Cc1ccc(cc1)\C=C1/CNC\C(C1=O)=C/c1ccc(C)cc1, Cc1ccc(cc1)\C=C1/CNC\C(C1=O)=C/c1ccc(C)cc1",Cc1ccc(cc1)\C=C1/CNC\C(C1=O)=C/c1ccc(C)cc1
fenaclon,ClCCC(=O)NCCc1ccccc1,ClCCC(=O)NCCc1ccccc1
AEG3482,"NS(=O)(=O)c1nn2cc(nc2s1)-c1ccccc1, NS(=O)(=O)c1nn2cc(nc2s1)-c1ccccc1",NS(=O)(=O)c1nn2cc(nc2s1)-c1ccccc1
cloperastine,Clc1ccc(cc1)C(OCCN1CCCCC1)c1ccccc1,Clc1ccc(cc1)C(OCCN1CCCCC1)c1ccccc1
WAY-213613,"N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(O)=O, N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(O)=O",N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(O)=O
tulobuterol,CC(C)(C)NCC(O)c1ccccc1Cl,CC(C)(C)NCC(O)c1ccccc1Cl
pifithrin-mu,"NS(=O)(=O)C#Cc1ccccc1, NS(=O)(=O)C#Cc1ccccc1, NS(=O)(=O)C#Cc1ccccc1",NS(=O)(=O)C#Cc1ccccc1
methoprene-(s),COC(C)(C)CCC[C@H](C)C\C=C\C(C)=C\C(=O)OC(C)C,COC(C)(C)CCC[C@H](C)C\C=C\C(C)=C\C(=O)OC(C)C
compound-w,OC(=O)c1cc(Oc2ccc(cc2)[N+]([O-])=O)cc(Oc2ccc(cc2)[N+]([O-])=O)c1,OC(=O)c1cc(Oc2ccc(cc2)[N+]([O-])=O)cc(Oc2ccc(cc2)[N+]([O-])=O)c1
phenolsulfonphthalein,Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1
FLI-06,"CC1=C(C(c2ccc(cc2)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)N1)C(=O)OC1CCCCC1, CC1=C(C(c2ccc(cc2)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)N1)C(=O)OC1CCCCC1, CC1=C(C(c2ccc(cc2)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)N1)C(=O)OC1CCCCC1",CC1=C(C(c2ccc(cc2)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)N1)C(=O)OC1CCCCC1
silibinin,"COc1cc(ccc1O)[C@H]1Oc2cc(ccc2O[C@@H]1CO)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1O, COc1cc(ccc1O)[C@H]1Oc2cc(ccc2O[C@@H]1CO)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1O, COc1cc(ccc1O)[C@H]1Oc2cc(ccc2O[C@@H]1CO)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1O",COc1cc(ccc1O)[C@H]1Oc2cc(ccc2O[C@@H]1CO)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1O
C646,"CC1=NN(C(=O)C1=Cc1ccc(o1)-c1cc(C)c(C)cc1[N+]([O-])=O)c1ccc(cc1)C(O)=O, CC1=NN(C(=O)C1=Cc1ccc(o1)-c1cc(C)c(C)cc1[N+]([O-])=O)c1ccc(cc1)C(O)=O",CC1=NN(C(=O)C1=Cc1ccc(o1)-c1cc(C)c(C)cc1[N+]([O-])=O)c1ccc(cc1)C(O)=O
allylthiourea,"NC(S)=NCC=C, NC(S)=NCC=C",NC(S)=NCC=C
ONX-0914,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@]2(C)CO2)cc1,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@]2(C)CO2)cc1
dimetridazole,Cc1ncc(n1C)[N+]([O-])=O,Cc1ncc(n1C)[N+]([O-])=O
bromosporine,"CCOC(=O)Nc1cc(nn2c(C)nnc12)-c1ccc(C)c(NS(C)(=O)=O)c1, CCOC(=O)Nc1cc(nn2c(C)nnc12)-c1ccc(C)c(NS(C)(=O)=O)c1",CCOC(=O)Nc1cc(nn2c(C)nnc12)-c1ccc(C)c(NS(C)(=O)=O)c1
nonivamide,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
SGC-CBP30,"COc1ccc(CCc2nc3cc(ccc3n2C[C@H](C)N2CCOCC2)-c2c(C)noc2C)cc1Cl, COc1ccc(CCc2nc3cc(ccc3n2C[C@H](C)N2CCOCC2)-c2c(C)noc2C)cc1Cl",COc1ccc(CCc2nc3cc(ccc3n2C[C@H](C)N2CCOCC2)-c2c(C)noc2C)cc1Cl
procodazole,"OC(=O)CCc1nc2ccccc2[nH]1, OC(=O)CCc1nc2ccccc2[nH]1",OC(=O)CCc1nc2ccccc2[nH]1
4-mu-8C,Cc1cc(=O)oc2c(C=O)c(O)ccc12,Cc1cc(=O)oc2c(C=O)c(O)ccc12
mexeneone,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1
TAK-632,Fc1ccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2C#N)cc1NC(=O)Cc1cccc(c1)C(F)(F)F,Fc1ccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2C#N)cc1NC(=O)Cc1cccc(c1)C(F)(F)F
meticrane,"Cc1cc2CCCS(=O)(=O)c2cc1S(N)(=O)=O, Cc1cc2CCCS(=O)(=O)c2cc1S(N)(=O)=O",Cc1cc2CCCS(=O)(=O)c2cc1S(N)(=O)=O
EHop-016,CCn1c2ccccc2c2cc(Nc3ccnc(NCCCN4CCOCC4)n3)ccc12,CCn1c2ccccc2c2cc(Nc3ccnc(NCCCN4CCOCC4)n3)ccc12
piconol,OCc1ccccn1,OCc1ccccn1
ergonovine,CC(CO)NC(=O)C1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,CC(CO)NC(=O)C1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34
menbutone,COc1ccc(C(=O)CCC(O)=O)c2ccccc12,COc1ccc(C(=O)CCC(O)=O)c2ccccc12
estradiol-cypionate,C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2OC(=O)CCC1CCCC1,C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2OC(=O)CCC1CCCC1
cyclocytidine,"OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O, OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O",OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O
JX-401,"COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1, COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1",COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1
protionamide,"CCCc1cc(ccn1)C(S)=N, CCCc1cc(ccn1)C(S)=N",CCCc1cc(ccn1)C(S)=N
UCL-2077,"C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)c1cccnc1, C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)c1cccnc1",C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)c1cccnc1
piperonyl-butoxide,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,CCCCOCCOCCOCc1cc2OCOc2cc1CCC
PHTPP,"Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1, Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1",Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1
zoxazolamine,"Nc1nc2cc(Cl)ccc2o1, Nc1nc2cc(Cl)ccc2o1",Nc1nc2cc(Cl)ccc2o1
BMS-191011,"Oc1ccc(Cl)cc1Cn1nc(oc1=O)-c1ccc(cc1)C(F)(F)F, Oc1ccc(Cl)cc1Cn1nc(oc1=O)-c1ccc(cc1)C(F)(F)F",Oc1ccc(Cl)cc1Cn1nc(oc1=O)-c1ccc(cc1)C(F)(F)F
betamipron,"OC(=O)CCNC(=O)c1ccccc1, OC(=O)CCNC(=O)c1ccccc1",OC(=O)CCNC(=O)c1ccccc1
TC1,OC12C3C4C5C3C(C3C5CC4C13)N2CCc1cccc(F)c1,OC12C3C4C5C3C(C3C5CC4C13)N2CCc1cccc(F)c1
proflavine-hemisulfate,Nc1ccc2cc3ccc(N)cc3nc2c1,Nc1ccc2cc3ccc(N)cc3nc2c1
Y-134,"CC(C)N1CCN(CC1)c1ccc(cc1)C(=O)c1c(sc2cc(O)ccc12)-c1ccc(O)cc1, CC(C)N1CCN(CC1)c1ccc(cc1)C(=O)c1c(sc2cc(O)ccc12)-c1ccc(O)cc1",CC(C)N1CCN(CC1)c1ccc(cc1)C(=O)c1c(sc2cc(O)ccc12)-c1ccc(O)cc1
cyclandelate,"CC1CC(CC(C)(C)C1)OC(=O)C(O)c1ccccc1, CC1CC(CC(C)(C)C1)OC(=O)C(O)c1ccccc1, CC1CC(CC(C)(C)C1)OC(=O)C(O)c1ccccc1",CC1CC(CC(C)(C)C1)OC(=O)C(O)c1ccccc1
ICG-001,Oc1ccc(C[C@H]2N3[C@H](CN(Cc4cccc5ccccc45)C2=O)N(CCC3=O)C(=O)NCc2ccccc2)cc1,Oc1ccc(C[C@H]2N3[C@H](CN(Cc4cccc5ccccc45)C2=O)N(CCC3=O)C(=O)NCc2ccccc2)cc1
vanitiolide,COc1cc(ccc1O)C(=S)N1CCOCC1,COc1cc(ccc1O)C(=S)N1CCOCC1
CHIR-124,Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1,Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1
etebenecid,CCN(CC)S(=O)(=O)c1ccc(cc1)C(O)=O,CCN(CC)S(=O)(=O)c1ccc(cc1)C(O)=O
LY2109761,C(CN1CCOCC1)Oc1ccc2c(ccnc2c1)-c1c(nn2CCCc12)-c1ccccn1,C(CN1CCOCC1)Oc1ccc2c(ccnc2c1)-c1c(nn2CCCc12)-c1ccccn1
beta-naphthol,Oc1ccc2ccccc2c1,Oc1ccc2ccccc2c1
ribitol,OC[C@H](O)[C@H](O)[C@H](O)CO,OC[C@H](O)[C@H](O)[C@H](O)CO
hydroxyprogesterone,CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C
estradiol-valerate,"CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C, CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C",CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
pramoxine,"CCCCOc1ccc(OCCCN2CCOCC2)cc1, CCCCOc1ccc(OCCCN2CCOCC2)cc1",CCCCOc1ccc(OCCCN2CCOCC2)cc1
brompheniramine,"CN(C)CCC(c1ccc(Br)cc1)c1ccccn1, CN(C)CCC(c1ccc(Br)cc1)c1ccccn1",CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
mephenesin,Cc1ccccc1OCC(O)CO,Cc1ccccc1OCC(O)CO
ethylnorepinephrine,CCC(N)C(O)c1ccc(O)c(O)c1,CCC(N)C(O)c1ccc(O)c(O)c1
